KEYWORDS, BEST,GOOD,BAD,EACH WORD %%
deltic,0,1,0,100.0
timber,0,1,0,100.0
cross,0,1,0,100.0
country,0,2,0,100.0
autozone,0,0,1,000.0
same,0,0,2,000.0
store,0,0,2,000.0
athabasca,0,0,1,000.0
expiry,0,0,1,000.0
overholding,0,0,1,000.0
tenancy,0,0,1,000.0
status,0,0,1,000.0
moleculin,0,2,3,040.0
wp1066,0,0,2,000.0
drug,3,13,13,55.172413793103445
gets,0,0,1,000.0
brain,0,0,1,000.0
tumor,0,0,1,000.0
clearance,0,2,1,66.66666666666667
namaste,1,0,1,050.0
binding,1,1,4,33.333333333333336
intent,2,0,4,33.333333333333336
clinic,1,0,0,100.0
appian,0,0,1,000.0
luxoft,0,0,1,000.0
help,0,1,1,050.0
transform,0,0,1,000.0
digitally,0,0,1,000.0
appn,0,0,1,000.0
kensington,0,1,0,100.0
premium,1,2,2,060.0
title,0,1,0,100.0
pavaso,0,1,0,100.0
eclosing,0,1,0,100.0
lenders,0,1,0,100.0
streamline,0,1,0,100.0
mortgage,1,2,0,100.0
improve,0,1,4,020.0
borrower,0,1,0,100.0
experience,0,2,3,040.0
sunesis,0,0,1,000.0
leadership,0,6,2,075.0
snss,0,0,1,000.0
monsanto,0,0,1,000.0
boundless,0,0,1,000.0
contributions,0,0,1,000.0
together,0,0,1,000.0
thought,0,0,1,000.0
leaders,0,0,2,000.0
professionals,0,0,1,000.0
rosen,1,2,1,075.0
cheetah,0,1,0,100.0
mobile,2,5,12,36.8421052631579
cmcm,0,1,0,100.0
chembio,0,1,0,100.0
commitment,1,2,5,037.5
manguinhos,0,1,0,100.0
purchase,2,6,10,44.44444444444444
components,0,1,0,100.0
cemi,0,1,0,100.0
honorable,2,1,4,42.857142857142854
judge,2,1,4,42.857142857142854
kimberly,2,1,4,42.857142857142854
mueller,2,1,4,42.857142857142854
appointed,3,1,6,040.0
barack,2,1,4,42.857142857142854
obama,2,1,4,42.857142857142854
sets,2,2,5,44.44444444444444
temporary,2,1,4,42.857142857142854
restraining,2,1,4,42.857142857142854
thursday,2,6,6,57.142857142857146
30pm,2,1,4,42.857142857142854
courthouse,2,1,4,42.857142857142854
street,3,1,7,36.36363636363637
sacramento,3,1,6,040.0
employees,0,2,3,040.0
believe,0,0,1,000.0
their,1,3,11,26.666666666666668
employers,1,1,1,66.66666666666667
well,1,0,4,020.0
being,0,0,1,000.0
meet,0,3,2,060.0
wltw,1,1,1,66.66666666666667
five,1,0,8,11.11111111111111
fprx,0,0,4,000.0
spark,0,1,4,020.0
hemophilia,0,3,2,060.0
trials,0,1,0,100.0
exposition,0,1,0,100.0
once,0,1,4,020.0
charles,0,0,1,000.0
colvard,0,0,1,000.0
love,0,0,1,000.0
green,0,2,8,020.0
live,0,5,5,050.0
initiative,1,0,3,025.0
rare,0,2,2,050.0
moissanite,0,0,1,000.0
jewelry,0,0,1,000.0
environmental,0,1,2,33.333333333333336
conservation,0,0,1,000.0
cthr,0,0,1,000.0
reachlocal,0,0,1,000.0
survey,1,0,2,33.333333333333336
indicate,0,0,1,000.0
shopping,0,1,3,025.0
remains,0,0,1,000.0
popular,0,0,1,000.0
even,0,2,2,050.0
soars,0,0,1,000.0
equifax,0,1,0,100.0
gate,2,0,1,66.66666666666667
ventures,1,2,2,060.0
worldwide,3,1,2,66.66666666666667
named,1,4,6,45.45454545454545
magazine,1,2,1,075.0
quot,2,0,6,025.0
yrcw,0,0,1,000.0
highland,1,0,0,100.0
copper,1,4,4,55.55555555555556
copperwood,1,0,0,100.0
michigan,1,0,0,100.0
mike,0,0,1,000.0
wishart,0,0,1,000.0
reuse,0,0,1,000.0
steve,0,1,1,050.0
warren,0,0,1,000.0
aerojet,0,0,2,000.0
rocketdyne,0,0,2,000.0
ajrd,0,0,1,000.0
radnet,0,1,1,050.0
angeles,0,1,1,050.0
rdnt,0,1,1,050.0
pneumonia,0,1,0,100.0
diagnostics,0,2,7,22.22222222222222
worth,0,4,3,57.142857142857146
assessment,0,2,5,28.571428571428573
mphasis,0,1,0,100.0
deliver,0,5,2,71.42857142857143
threat,0,3,0,100.0
networks,0,6,4,060.0
virtualized,0,1,0,100.0
customers,1,6,7,050.0
analogic,0,0,1,000.0
alog,0,0,1,000.0
outlines,0,0,1,000.0
framework,0,0,1,000.0
autonomous,0,2,1,66.66666666666667
vehicles,0,0,3,000.0
coarse,1,1,0,100.0
bottle,0,1,0,100.0
roll,0,1,0,100.0
leach,0,1,0,100.0
testing,0,3,3,050.0
hamama,0,1,0,100.0
oxide,0,2,0,100.0
transitional,0,1,0,100.0
samples,0,1,0,100.0
average,0,2,1,66.66666666666667
recoveries,0,1,0,100.0
broadcom,1,1,3,040.0
avgo,0,1,2,33.333333333333336
improved,0,1,3,025.0
tearlab,0,0,1,000.0
registered,0,6,5,54.54545454545455
direct,1,4,9,35.714285714285715
tear,0,0,1,000.0
axsome,0,3,0,100.0
axsm,0,3,0,100.0
seachange,0,1,0,100.0
seac,0,1,0,100.0
trappsol,1,1,0,100.0
cyclo,1,1,0,100.0
belo,0,1,0,100.0
appeals,0,1,0,100.0
ruled,0,1,0,100.0
uphold,0,1,0,100.0
volta,0,1,0,100.0
grande,0,1,0,100.0
licence,0,1,1,050.0
splunk,0,0,1,000.0
sangamo,0,0,1,000.0
sonoma,0,0,1,000.0
coherent,0,0,1,000.0
xenia,0,0,1,000.0
hotels,0,4,2,66.66666666666667
resorts,0,4,4,050.0
career,0,0,1,000.0
identifies,1,0,2,33.333333333333336
citrix,0,0,1,000.0
suncoke,0,0,1,000.0
match,0,0,1,000.0
overseas,0,0,1,000.0
shipholding,0,0,1,000.0
lantheus,0,0,1,000.0
suburban,0,0,1,000.0
propane,0,0,1,000.0
calculating,1,0,1,050.0
forward,1,0,4,020.0
movement,1,0,1,050.0
exgen,0,0,1,000.0
claims,0,1,1,050.0
staked,0,0,1,000.0
empire,0,0,3,000.0
smmt,0,2,2,050.0
editas,0,1,3,025.0
edit,0,1,2,33.333333333333336
abry,0,1,0,100.0
discuss,1,1,2,050.0
allocation,0,1,0,100.0
datametrex,1,2,8,27.272727272727273
virtual,0,2,0,100.0
hold,0,3,3,050.0
videlica,0,1,0,100.0
sizes,0,1,0,100.0
emea,0,2,0,100.0
northrop,0,1,2,33.333333333333336
grumman,0,1,2,33.333333333333336
request,0,1,0,100.0
envoy,0,1,1,050.0
cactus,0,1,0,100.0
implements,0,1,0,100.0
milestone,0,1,2,33.333333333333336
blgi,0,1,0,100.0
oncolix,0,0,1,000.0
submission,1,2,5,037.5
aepp,0,0,1,000.0
kandi,0,1,1,050.0
pure,0,2,0,100.0
model,1,1,0,100.0
approvals,0,1,1,050.0
chinese,1,1,0,100.0
government,0,2,1,66.66666666666667
kndi,0,1,1,050.0
elevating,0,0,1,000.0
family,0,4,2,66.66666666666667
exploring,0,0,1,000.0
behind,0,0,1,000.0
hawaiian,0,2,2,050.0
cars,2,0,5,28.571428571428573
trinity,0,0,1,000.0
immersion,0,0,1,000.0
ryerson,0,0,1,000.0
horizons,0,0,1,000.0
developments,3,1,3,57.142857142857146
horace,0,0,1,000.0
mann,0,0,1,000.0
minerva,0,1,1,050.0
neurosciences,0,1,1,050.0
seltorexant,0,1,1,050.0
insomnia,0,1,0,100.0
disorder,2,3,3,062.5
nerv,0,1,1,050.0
backed,0,0,2,000.0
controlled,0,0,1,000.0
greystar,0,0,1,000.0
vera,0,1,1,050.0
bradley,0,1,1,050.0
evans,0,1,0,100.0
bobe,0,1,0,100.0
affinor,0,0,1,000.0
growers,0,0,1,000.0
reduces,0,0,1,000.0
tower,1,0,3,025.0
netapp,0,1,0,100.0
honors,0,1,0,100.0
ntap,0,1,0,100.0
integer,0,1,0,100.0
wins,0,1,0,100.0
neuros,0,1,0,100.0
itgr,0,1,0,100.0
denies,0,1,0,100.0
rumors,0,1,0,100.0
vistagen,1,0,4,020.0
granted,1,0,1,050.0
methods,1,0,3,025.0
myriad,0,2,2,050.0
validation,0,1,1,050.0
riskscore,0,1,0,100.0
test,0,2,3,040.0
mygn,0,2,2,050.0
mercer,2,1,2,060.0
conditional,0,0,1,000.0
partial,0,0,1,000.0
principal,0,3,2,060.0
amount,0,1,4,020.0
outstanding,0,0,4,000.0
merc,2,1,2,060.0
winnebago,0,5,3,062.5
made,0,2,0,100.0
perkins,0,0,1,000.0
acre,0,0,1,000.0
colorado,0,2,4,33.333333333333336
dalmac,0,0,1,000.0
servus,0,0,1,000.0
pfizer,0,0,1,000.0
england,0,0,1,000.0
journal,0,2,4,33.333333333333336
investigational,0,4,1,080.0
renew,0,0,1,000.0
course,0,1,2,33.333333333333336
issuer,0,1,2,33.333333333333336
recipients,0,0,1,000.0
millennium,0,1,1,050.0
iron,0,1,3,025.0
port,0,1,0,100.0
sept,0,1,0,100.0
user,0,1,0,100.0
dock,0,1,0,100.0
pomerantz,0,3,4,42.857142857142854
paypal,0,0,1,000.0
certain,0,3,5,037.5
officers,0,3,4,42.857142857142854
pypl,0,0,1,000.0
polarx,0,1,0,100.0
zackly,0,1,0,100.0
deposit,0,1,0,100.0
range,0,2,2,050.0
seaspan,0,1,0,100.0
shipyards,0,1,0,100.0
celebrate,0,1,0,100.0
vessel,1,1,0,100.0
designed,0,2,0,100.0
built,0,3,1,075.0
shipbuilding,0,1,0,100.0
neogenomics,1,3,2,66.66666666666667
ollie,0,2,0,100.0
bargain,0,2,0,100.0
outlet,0,2,0,100.0
olli,0,2,0,100.0
finjan,0,2,4,33.333333333333336
complaint,1,5,4,060.0
zscaler,1,0,3,025.0
northern,0,0,7,000.0
california,1,7,18,30.76923076923077
grant,0,2,5,28.571428571428573
passenger,0,0,1,000.0
traffic,0,0,1,000.0
omab,0,0,1,000.0
novartis,0,0,1,000.0
kisqali,0,0,1,000.0
only,0,0,1,000.0
cdk4,0,0,1,000.0
inhibitor,0,2,3,040.0
superior,0,0,1,000.0
median,0,0,1,000.0
compared,0,0,1,000.0
endocrine,0,0,1,000.0
line,1,2,7,030.0
prospective,0,0,1,000.0
randomized,0,0,1,000.0
dedicated,0,0,4,000.0
swiss,0,3,4,42.857142857142854
novn,0,0,1,000.0
redeem,0,1,0,100.0
portion,0,1,1,050.0
signed,0,2,4,33.333333333333336
fate,0,0,4,000.0
diego,0,1,5,16.666666666666668
ipsc,0,0,1,000.0
derived,0,0,3,000.0
immunotherapies,0,0,1,000.0
positiveid,0,0,2,000.0
generation,1,4,10,33.333333333333336
caregiver,0,0,1,000.0
thermometer,0,0,1,000.0
bluetooth,0,0,1,000.0
capability,0,0,1,000.0
psid,0,0,2,000.0
rapid7,0,1,1,050.0
visionary,0,0,1,000.0
magic,0,0,1,000.0
quadrant,0,2,2,050.0
dart,0,1,0,100.0
appraisal,0,1,0,100.0
finance,0,1,3,025.0
amdocs,0,1,0,100.0
land,0,1,0,100.0
campus,0,3,1,075.0
richmond,0,0,1,000.0
road,0,0,1,000.0
north,0,0,4,000.0
lithium,0,0,2,000.0
qualifying,0,0,1,000.0
ferroglobe,0,1,0,100.0
insider,0,1,1,050.0
buying,0,1,0,100.0
arcw,1,0,0,100.0
clayton,0,1,1,050.0
employment,1,1,4,33.333333333333336
jobs,0,0,3,000.0
block,1,2,5,037.5
warrant,1,3,4,050.0
exercise,2,3,4,55.55555555555556
incentive,0,0,1,000.0
newest,0,1,1,050.0
challenger,0,0,6,000.0
models,1,0,1,050.0
surpass,0,0,3,000.0
milestones,0,0,2,000.0
deliveries,0,0,3,000.0
marks,0,0,2,000.0
50th,0,0,1,000.0
category,0,0,1,000.0
defining,0,0,2,000.0
count,0,0,1,000.0
overall,0,0,1,000.0
making,0,0,1,000.0
most,0,2,2,050.0
delivered,0,0,1,000.0
decade,0,0,1,000.0
jets,0,0,2,000.0
approaching,0,0,2,000.0
confirm,0,0,1,000.0
unrivalled,0,0,1,000.0
smooth,0,0,1,000.0
ride,0,0,2,000.0
acceptance,1,6,6,53.84615384615385
lowest,0,0,1,000.0
costs,0,0,1,000.0
segments,0,0,1,000.0
longer,0,0,1,000.0
maintenance,0,2,2,050.0
intervals,0,0,1,000.0
nexeo,0,0,2,000.0
nxeo,0,0,2,000.0
sunrun,0,1,0,100.0
transition,0,1,2,33.333333333333336
paul,0,3,1,075.0
winnowski,0,1,0,100.0
retire,0,1,0,100.0
early,1,1,3,040.0
jill,0,0,2,000.0
rapidly,0,0,1,000.0
cray,0,2,0,100.0
nersc,0,1,0,100.0
addvantage,0,1,2,33.333333333333336
bearclaw,0,1,2,33.333333333333336
strikeforce,1,0,1,050.0
guardedid,1,0,0,100.0
anti,3,5,2,080.0
keylogging,1,0,0,100.0
sfor,1,0,1,050.0
natus,0,2,1,66.66666666666667
morgan,7,45,27,65.82278481012658
36th,7,42,24,67.12328767123287
baby,0,2,1,66.66666666666667
redhawk,1,1,1,66.66666666666667
idng,1,1,1,66.66666666666667
reprocell,0,2,0,100.0
iovance,1,1,1,66.66666666666667
decision,1,2,2,060.0
updates,1,4,5,050.0
iova,1,1,1,66.66666666666667
intl,0,3,4,42.857142857142854
fcstone,0,2,2,050.0
corbus,0,0,5,000.0
resolve,0,0,3,000.0
systemic,0,1,5,16.666666666666668
sclerosis,0,2,4,33.333333333333336
landstar,0,1,3,025.0
special,0,7,10,41.1764705882353
lstr,0,1,3,025.0
targeting,0,0,2,000.0
improvement,1,0,2,33.333333333333336
breakeven,2,1,4,42.857142857142854
targets,0,0,3,000.0
approximately,0,0,8,000.0
anticipates,0,0,2,000.0
ebit,2,0,4,33.333333333333336
before,0,0,6,000.0
items,0,0,6,000.0
grow,1,2,2,060.0
800m,0,0,2,000.0
900m,0,0,2,000.0
aims,0,0,2,000.0
free,1,1,6,025.0
reach,1,2,5,037.5
minus,1,0,2,33.333333333333336
150m,0,0,2,000.0
turnaround,0,0,2,000.0
clear,0,0,2,000.0
path,0,0,2,000.0
goals,2,0,3,040.0
objective,0,0,4,000.0
ebitda,2,2,5,44.44444444444444
double,0,1,7,012.5
750m,0,0,2,000.0
denso,0,2,1,66.66666666666667
world,0,3,5,037.5
automobile,0,2,1,66.66666666666667
virtualization,0,2,1,66.66666666666667
enables,0,4,1,080.0
vehicle,0,4,5,44.44444444444444
approve,0,2,2,050.0
manf,5,8,2,86.66666666666667
animal,1,3,0,100.0
retinal,2,4,0,100.0
damage,1,2,0,100.0
cdnf,1,2,0,100.0
biosciences,2,11,8,61.904761904761905
edward,1,1,0,100.0
cbio,2,3,1,83.33333333333333
mammoth,0,4,3,57.142857142857146
diamond,0,2,2,050.0
tenoriba,0,2,1,66.66666666666667
chihuahua,0,2,1,66.66666666666667
mobiquity,0,1,1,050.0
enhances,0,1,2,33.333333333333336
locational,0,1,1,050.0
aggdata,0,1,1,050.0
mobq,0,1,1,050.0
seacor,0,2,3,040.0
vista,0,1,2,33.333333333333336
tanker,0,1,2,33.333333333333336
capstone,1,2,2,060.0
onshore,1,1,1,66.66666666666667
operation,2,1,1,075.0
cpst,1,2,2,060.0
scoped,0,0,3,000.0
phased,0,0,3,000.0
build,0,0,5,000.0
releases,1,2,1,075.0
connector,0,2,1,66.66666666666667
visibility,0,3,2,060.0
victory,0,1,1,050.0
square,0,1,3,025.0
founder,0,0,1,000.0
halford,0,0,1,000.0
thompson,0,0,1,000.0
advisor,0,2,2,050.0
blockchain,3,11,25,35.8974358974359
traded,0,0,1,000.0
callminer,0,1,2,33.333333333333336
take,0,2,2,050.0
contact,0,1,2,33.333333333333336
voice,0,1,2,33.333333333333336
programs,0,2,5,28.571428571428573
level,0,2,3,040.0
voip,0,2,1,66.66666666666667
discusses,0,2,0,100.0
parent,0,2,0,100.0
vplm,0,2,1,66.66666666666667
strongbridge,1,0,1,050.0
biopharma,2,1,5,037.5
sbbp,1,0,1,050.0
result,1,0,4,020.0
migalastat,1,2,3,050.0
fabry,1,2,3,050.0
fold,1,4,4,55.55555555555556
microbot,0,1,2,33.333333333333336
tipcat,0,1,2,33.333333333333336
mbot,0,1,2,33.333333333333336
neonatal,0,1,2,33.333333333333336
phototherapy,0,1,2,33.333333333333336
internet,1,2,5,037.5
things,0,4,6,040.0
christopher,0,1,2,33.333333333333336
esposito,0,1,2,33.333333333333336
talks,0,1,2,33.333333333333336
about,0,3,2,060.0
saas,0,1,2,33.333333333333336
personalized,0,1,2,33.333333333333336
ptop,0,1,2,33.333333333333336
combiner,0,2,1,66.66666666666667
simpler,0,2,1,66.66666666666667
solar,0,7,2,77.77777777777777
installations,0,2,2,050.0
enph,0,2,1,66.66666666666667
cellectar,0,1,1,050.0
cancers,1,3,2,66.66666666666667
clrb,0,1,1,050.0
alkermes,0,1,2,33.333333333333336
january,8,48,62,47.45762711864407
aurora,0,2,1,66.66666666666667
multimedia,0,2,1,66.66666666666667
transceivers,0,2,1,66.66666666666667
blueriver,0,2,2,050.0
incorporate,0,2,1,66.66666666666667
dante,0,2,1,66.66666666666667
audio,0,2,1,66.66666666666667
allied,0,2,1,66.66666666666667
universal,0,2,1,66.66666666666667
kona,0,0,1,000.0
carolina,0,0,1,000.0
places,0,0,1,000.0
hemp,1,3,4,050.0
drink,0,0,1,000.0
kgkg,0,0,1,000.0
mantra,1,0,0,100.0
name,1,0,4,020.0
sgsi,1,0,0,100.0
feasibility,0,2,3,040.0
lynn,0,1,2,33.333333333333336
warehouse,1,3,1,080.0
rising,1,2,3,050.0
adoption,0,2,1,66.66666666666667
boost,0,2,1,66.66666666666667
sphere,0,2,1,66.66666666666667
matters,0,2,1,66.66666666666667
approved,0,2,3,040.0
quicklogic,0,3,1,075.0
mentor,0,2,1,66.66666666666667
environment,1,2,1,075.0
efpga,0,3,2,060.0
quik,0,3,1,075.0
precipio,0,4,1,080.0
novel,0,6,4,060.0
cytogenetics,0,1,1,050.0
prpo,0,5,1,83.33333333333333
leidos,0,2,1,66.66666666666667
securitymatters,0,2,1,66.66666666666667
passive,0,2,1,66.66666666666667
threats,0,2,1,66.66666666666667
rockwell,0,2,1,66.66666666666667
comercializadora,0,2,1,66.66666666666667
biorenal,0,2,1,66.66666666666667
commercialize,0,4,2,66.66666666666667
triferic,0,2,1,66.66666666666667
chile,0,2,1,66.66666666666667
rmti,0,2,1,66.66666666666667
horizon,1,1,4,33.333333333333336
executes,1,1,3,040.0
123wish,1,0,2,33.333333333333336
ohgi,1,0,2,33.333333333333336
wildflower,0,1,3,025.0
advancedmd,0,2,1,66.66666666666667
frontrunners,0,2,1,66.66666666666667
distribute,0,1,2,33.333333333333336
korea,0,1,2,33.333333333333336
bthe,0,1,2,33.333333333333336
grand,1,0,3,025.0
restaurant,1,0,3,025.0
nears,1,2,0,100.0
upgrade,1,2,0,100.0
emerita,0,1,1,050.0
upsizing,0,1,1,050.0
riley,1,1,0,100.0
rily,1,1,0,100.0
intelgenx,0,1,0,100.0
montelukast,0,1,0,100.0
versafilm,0,1,0,100.0
mild,0,1,0,100.0
moderate,0,1,1,050.0
networknewswire,2,1,4,42.857142857142854
options,3,3,5,54.54545454545455
locations,1,0,0,100.0
nikaza,1,0,0,100.0
location,1,0,1,050.0
dloc,1,0,0,100.0
ikang,2,2,1,080.0
kang,2,2,1,080.0
tesaro,0,0,2,000.0
availability,0,1,5,16.666666666666668
zejula,0,0,2,000.0
niraparib,0,0,2,000.0
women,0,1,3,025.0
recurrent,0,0,2,000.0
ovarian,0,1,3,025.0
tsro,0,0,2,000.0
kratos,0,4,4,050.0
unmanned,0,3,4,42.857142857142854
aerial,0,3,3,050.0
electronic,2,0,2,050.0
ktos,0,4,4,050.0
ohrp,0,1,2,33.333333333333336
unitil,0,1,1,050.0
money,1,1,2,050.0
mentioned,0,0,1,000.0
marathon,0,0,2,000.0
hive,0,1,1,050.0
hersha,0,2,1,66.66666666666667
azores,0,2,0,100.0
a321neo,0,2,0,100.0
shiftpixy,0,0,3,000.0
pixy,0,0,3,000.0
avinger,0,0,6,000.0
waiver,0,0,3,000.0
consent,0,1,2,33.333333333333336
avgr,0,0,6,000.0
chefs,1,1,0,100.0
chef,1,1,0,100.0
blood,0,3,2,060.0
spero,0,0,2,000.0
3q17,0,1,2,33.333333333333336
spro,0,0,2,000.0
laureate,0,2,1,66.66666666666667
institution,0,2,0,100.0
affinity,0,2,0,100.0
laur,0,2,1,66.66666666666667
aclaris,0,1,2,33.333333333333336
eskata,0,0,2,000.0
hydrogen,0,0,2,000.0
peroxide,0,0,2,000.0
raised,0,1,3,025.0
seborrheic,0,0,2,000.0
keratoses,0,0,2,000.0
acrs,0,1,2,33.333333333333336
tetraphase,0,2,3,040.0
added,0,3,1,075.0
biotechnology,0,2,0,100.0
ttph,0,2,3,040.0
ultragenyx,0,1,1,050.0
kyowa,0,1,0,100.0
kirin,0,1,0,100.0
burosumab,0,1,0,100.0
chmp,0,1,0,100.0
opinion,0,1,0,100.0
linked,1,2,0,100.0
hypophosphatemia,0,1,0,100.0
children,0,2,3,040.0
cbtx,0,4,0,100.0
concurrent,0,0,2,000.0
stockholders,0,2,5,28.571428571428573
content,1,2,3,050.0
vecima,0,0,1,000.0
ccur,0,0,1,000.0
eplus,0,1,0,100.0
becomes,0,1,0,100.0
appdynamics,0,1,0,100.0
bankers,0,4,1,080.0
cobalt,0,2,1,66.66666666666667
teekay,0,0,3,000.0
units,0,3,3,050.0
wright,0,1,2,33.333333333333336
imascap,0,1,1,050.0
wmgi,0,1,1,050.0
achieves,0,1,1,050.0
efficiency,0,4,1,080.0
case,1,3,3,57.142857142857146
core,1,4,5,050.0
engineering,1,2,3,050.0
expedites,0,1,1,050.0
days,0,1,1,050.0
safe,1,0,0,100.0
bulkers,1,0,0,100.0
panamax,1,0,0,100.0
gsvc,0,0,4,000.0
biodelivery,0,3,0,100.0
reacquires,0,1,0,100.0
onsolis,0,1,0,100.0
bdsi,0,3,0,100.0
inventiv,0,1,1,050.0
synh,0,1,1,050.0
wabash,0,2,1,66.66666666666667
mile,0,1,0,100.0
boom,1,0,0,100.0
ford,0,0,1,000.0
spending,0,1,1,050.0
cubesmart,0,2,0,100.0
cube,0,2,0,100.0
grace,0,2,3,040.0
polyolefin,0,1,1,050.0
catalysts,0,1,1,050.0
heidelbergcement,0,1,1,050.0
german,0,1,2,33.333333333333336
calcium,0,1,1,050.0
silicate,0,1,1,050.0
unit,1,7,4,66.66666666666667
materials,1,2,2,060.0
amat,0,2,0,100.0
leave,1,0,0,100.0
hunter,2,0,0,100.0
harrison,2,0,0,100.0
nevada,0,0,2,000.0
casinos,0,0,3,000.0
host,0,2,2,050.0
mesoblast,0,0,4,000.0
tigenix,0,1,4,020.0
adipose,0,0,2,000.0
mesenchymal,0,0,2,000.0
stem,1,0,2,33.333333333333336
cells,0,0,2,000.0
local,0,0,2,000.0
fistulae,0,0,2,000.0
esperion,0,2,0,100.0
jeffrey,0,2,0,100.0
berkowitz,0,2,0,100.0
espr,0,2,0,100.0
effortless,0,1,0,100.0
franchising,0,1,0,100.0
franchiseasy,0,1,0,100.0
wpcs,0,0,6,000.0
enerflex,0,1,1,050.0
unsecured,1,1,3,040.0
island,1,0,3,025.0
lined,0,0,2,000.0
hihi,0,0,2,000.0
snack,1,1,0,100.0
foods,1,1,1,66.66666666666667
jjsf,1,0,0,100.0
reliq,0,4,3,57.142857142857146
subscriber,0,2,1,66.66666666666667
voluntarily,0,1,1,050.0
june,0,1,1,050.0
eight,2,1,5,037.5
catheter,0,2,0,100.0
ablation,0,2,0,100.0
2026,0,5,1,83.33333333333333
transparency,0,2,0,100.0
rally,1,0,1,050.0
bryn,1,0,0,100.0
mawr,1,0,0,100.0
royal,1,0,0,100.0
pennsylvania,1,0,0,100.0
bmtc,1,0,0,100.0
yale,0,2,0,100.0
attachment,0,1,0,100.0
trucks,0,1,0,100.0
balchem,0,1,1,050.0
bcpc,0,1,1,050.0
raflatac,0,1,1,050.0
italy,0,1,1,050.0
sample,0,3,1,075.0
book,0,1,1,050.0
wine,0,1,1,050.0
spirits,0,1,1,050.0
beverage,0,3,2,060.0
labels,0,1,1,050.0
inspired,0,1,1,050.0
surfaces,0,1,1,050.0
ronin,0,0,4,000.0
abacus,0,2,3,040.0
review,0,3,4,42.857142857142854
ajax,0,1,1,050.0
oxford,1,4,8,38.46153846153846
aerospace,1,0,1,050.0
defense,1,2,1,075.0
delta,0,1,1,050.0
texas,1,3,8,33.333333333333336
scottish,0,1,1,050.0
rite,0,1,1,050.0
adjournment,0,0,2,000.0
cmfn,0,0,1,000.0
classified,0,0,1,000.0
capitalization,0,0,1,000.0
excitepcr,0,0,1,000.0
player,0,1,1,050.0
molecular,0,0,4,000.0
bimobject,0,2,0,100.0
correction,0,2,1,66.66666666666667
among,0,1,0,100.0
fastest,0,1,0,100.0
xpresspa,0,0,4,000.0
dermalogica,0,0,1,000.0
introduce,0,0,1,000.0
skin,0,1,1,050.0
xspa,0,0,3,000.0
biotech,2,11,26,33.333333333333336
showcase,1,11,25,32.432432432432435
acceleration,0,1,0,100.0
2679d,0,1,0,100.0
isu304,0,1,0,100.0
individuals,0,1,0,100.0
roncador,0,0,1,000.0
field,1,3,3,57.142857142857146
advances,0,0,1,000.0
petrobras,0,0,1,000.0
pdxp,2,0,0,100.0
tradestation,0,0,2,000.0
futures,0,0,1,000.0
8698,0,0,2,000.0
westwater,0,0,1,000.0
geophysical,0,1,2,33.333333333333336
exploration,0,4,5,44.44444444444444
planning,0,1,1,050.0
rica,0,0,1,000.0
claimsfiler,0,2,1,66.66666666666667
osis,0,1,0,100.0
architectural,1,0,1,050.0
building,1,1,4,33.333333333333336
team,1,5,4,060.0
cielo,1,0,0,100.0
pgus,2,1,1,075.0
belbuca,0,2,0,100.0
2032,0,1,0,100.0
dropcar,0,0,1,000.0
damara,0,1,0,100.0
terminate,0,1,0,100.0
option,4,9,6,68.42105263157895
kinaskan,0,2,0,100.0
immunotec,0,2,1,66.66666666666667
qiagen,0,1,0,100.0
settle,0,1,0,100.0
oxfd,0,2,1,66.66666666666667
evermount,0,0,1,000.0
starcore,0,0,1,000.0
grenville,0,1,0,100.0
royalty,0,1,0,100.0
boardwalktech,0,1,0,100.0
pioneer,0,1,1,050.0
relations,0,1,0,100.0
bonus,0,2,2,050.0
banc,0,1,0,100.0
bancorp,2,6,10,44.44444444444444
kirkland,0,0,2,000.0
taylor,0,0,2,000.0
philanthropic,0,0,1,000.0
georgia,0,1,2,33.333333333333336
aquarium,0,0,1,000.0
remoxy,1,1,1,66.66666666666667
ptie,1,1,1,66.66666666666667
cannagrow,0,0,1,000.0
surpassed,0,0,1,000.0
licensed,0,2,3,040.0
grower,0,0,1,000.0
buffalo,0,0,1,000.0
ranch,0,0,1,000.0
cgrw,0,0,1,000.0
strata,0,1,0,100.0
alternatives,0,1,1,050.0
sskn,0,1,0,100.0
nova,0,1,3,025.0
lifestyle,0,1,3,025.0
others,0,1,0,100.0
vegas,0,2,0,100.0
nvfy,0,1,3,025.0
conversion,0,1,0,100.0
cloudcommerce,0,0,1,000.0
parscale,0,0,2,000.0
produces,0,0,1,000.0
bigroad,0,0,1,000.0
hours,0,0,1,000.0
compliance,1,1,2,050.0
sees,0,0,1,000.0
jump,0,0,1,000.0
campaign,0,3,5,037.5
icui,0,0,1,000.0
zosano,0,1,2,33.333333333333336
resignation,0,1,2,33.333333333333336
bruce,0,0,1,000.0
steel,0,3,6,33.333333333333336
zsan,0,1,2,33.333333333333336
verso,0,1,0,100.0
neophotonics,0,1,0,100.0
axogen,0,0,1,000.0
avance,0,0,1,000.0
graft,0,0,2,000.0
recipient,0,0,1,000.0
selected,0,0,1,000.0
donate,0,0,1,000.0
parade,0,0,1,000.0
float,0,0,1,000.0
axgn,0,0,1,000.0
underwriters,2,0,3,040.0
beauty,0,0,2,000.0
acumen,0,0,1,000.0
consulting,1,4,5,050.0
gran,1,0,0,100.0
