KEYWORDS, BEST,GOOD,BAD,EACH WORD ,BETA %%
grading,0,0,2,000.0,100
franchise,1,2,3,050.0,-1.0
report,5,3,18,30.76923076923077,-0.24
exclusive,1,5,9,040.0,-1.0
fnhi,1,1,3,040.0,6.88
keyera,1,0,1,050.0,100
provision,2,1,4,42.857142857142854,-1.55
holding,3,5,11,42.10526315789474,1.06
pvho,2,1,4,42.857142857142854,-1.55
macb,1,0,1,050.0,100
cybersecurity,1,0,1,050.0,100
information,1,1,5,28.571428571428573,100
task,1,1,1,66.66666666666667,2.87
order,3,6,9,050.0,-0.33
protect,0,2,3,040.0,-1.0
historic,0,1,1,050.0,100
rise,0,1,1,050.0,100
active,0,1,1,050.0,100
infringement,0,4,4,050.0,-1.18
cases,0,1,1,050.0,100
predicts,0,1,1,050.0,100
ahead,0,1,1,050.0,100
imtl,0,2,2,050.0,100
biolargo,0,0,1,000.0,100
disruptive,0,0,1,000.0,100
water,2,0,1,66.66666666666667,-1.0
advanced,0,3,8,27.272727272727273,0.81
wound,0,0,1,000.0,100
blgo,0,0,1,000.0,100
vestas,2,0,1,66.66666666666667,100
transactions,2,1,3,050.0,2.36
connection,2,1,2,060.0,1.02
back,2,1,1,075.0,100
programme,3,1,2,66.66666666666667,100
railenium,0,0,4,000.0,100
technical,1,0,3,025.0,100
boosts,0,0,2,000.0,100
contribution,0,0,4,000.0,100
french,0,0,2,000.0,100
rail,0,2,2,050.0,100
sector,3,4,11,38.888888888888886,1.43
auction,0,2,0,100.0,100
life,0,2,4,33.333333333333336,0.99
wheels,0,2,0,100.0,100
11h55,0,0,2,000.0,100
transport,0,0,4,000.0,2.48
rejoint,0,0,2,000.0,100
institut,0,0,2,000.0,100
recherche,0,0,4,000.0,100
technologique,0,0,2,000.0,100
acclre,0,0,2,000.0,100
ferroviaire,0,0,2,000.0,100
franais,0,0,2,000.0,100
soutenant,0,0,2,000.0,100
service,4,4,7,53.333333333333336,-1.0
comptitivit,0,0,2,000.0,100
filire,0,0,2,000.0,100
analysts,1,4,2,71.42857142857143,100
brokered,5,8,8,61.904761904761905,0.82
distributor,1,0,3,025.0,0.33
providing,0,0,2,000.0,0.28
opioids,0,0,1,000.0,100
surgery,0,0,2,000.0,-1.0
follow,0,1,2,33.333333333333336,100
paradigm,0,0,1,000.0,100
hovnanian,0,1,5,16.666666666666668,2.36
arcelormittal,0,0,1,000.0,100
issuance,4,5,5,64.28571428571429,-0.34
fixed,0,0,1,000.0,100
rate,0,3,8,27.272727272727273,0.34
emtn,0,0,1,000.0,100
amsterdam,1,0,1,050.0,1.71
cbis,2,2,7,36.36363636363637,-1.37
hearing,2,1,6,33.333333333333336,-1.37
next,0,4,13,23.529411764705884,0.92
injunction,0,0,1,000.0,100
arguments,0,0,1,000.0,100
disregarded,0,0,1,000.0,100
joaquin,0,0,1,000.0,100
county,0,0,1,000.0,100
jacquie,1,0,0,100.0,100
smiles,1,0,0,100.0,100
groupon,1,0,0,100.0,100
rich,1,0,0,100.0,100
williams,2,1,1,075.0,100
opening,4,1,6,45.45454545454545,0.54
bell,2,0,2,050.0,0.54
holiday,1,3,5,44.44444444444444,0.51
celebration,1,0,1,050.0,0.54
chamberlain,0,0,1,000.0,100
against,1,10,16,40.74074074074074,3.18
nortek,0,0,1,000.0,100
raven,0,0,1,000.0,100
industries,1,7,20,28.571428571428573,0.13
authorizes,0,1,1,050.0,100
approves,0,2,2,050.0,100
ravn,0,0,1,000.0,100
marketaxess,1,1,1,66.66666666666667,0.75
volume,2,1,2,060.0,1.14
statistics,1,1,1,66.66666666666667,0.75
mktx,1,1,1,66.66666666666667,0.75
camera,0,0,1,000.0,100
register,0,1,1,050.0,1.44
emcore,0,0,1,000.0,100
emkr,0,0,1,000.0,100
statoil,0,1,4,020.0,1.02
issue,0,2,5,28.571428571428573,1.02
scrip,0,1,0,100.0,100
eqnr,0,1,4,020.0,1.02
tabula,0,1,2,33.333333333333336,100
rasa,0,1,2,33.333333333333336,100
trhc,0,1,2,33.333333333333336,100
brian,2,0,1,66.66666666666667,-1.0
daniels,0,0,1,000.0,100
scientific,0,0,3,000.0,100
advisory,1,6,4,63.63636363636363,-0.47
barings,1,0,3,025.0,2.5
duration,0,0,2,000.0,-1.0
yield,0,2,2,050.0,4.79
fund,2,4,10,037.5,0.54
1534,0,0,1,000.0,100
floating,0,1,1,050.0,1.59
upsizes,0,1,0,100.0,100
pflt,0,1,0,100.0,100
brookfield,1,5,5,54.54545454545455,1.09
reset,0,1,0,100.0,100
preference,0,1,2,33.333333333333336,0.07
agrochemical,0,0,1,000.0,100
regulatory,0,0,5,000.0,0.97
situation,0,0,1,000.0,100
brazil,0,1,2,33.333333333333336,100
vornado,0,1,1,050.0,100
cumulative,0,1,2,33.333333333333336,1.43
redeemable,0,1,1,050.0,100
hexcel,1,0,2,33.333333333333336,100
upcoming,1,6,8,46.666666666666664,1.05
momentum,0,0,3,000.0,0.21
regeneron,0,0,1,000.0,100
suntrust,0,0,1,000.0,100
banks,0,2,2,050.0,100
interpublic,0,0,1,000.0,100
companies,1,5,10,037.5,0.84
intersect,0,0,1,000.0,100
granite,1,0,1,050.0,0.96
construction,0,1,4,020.0,1.09
spok,0,0,1,000.0,100
discovering,0,0,3,000.0,0.21
underlying,0,0,3,000.0,0.21
depomed,0,1,1,050.0,1.03
nucynta,0,2,1,66.66666666666667,1.03
commercialization,1,2,2,060.0,1.23
collegium,0,3,1,075.0,1.03
depo,0,1,1,050.0,1.03
connecture,1,0,0,100.0,100
lindstrom,1,0,0,100.0,100
gendis,0,0,1,000.0,100
honourable,0,1,0,100.0,100
herb,0,1,0,100.0,100
dhaliwal,0,1,0,100.0,100
stamper,0,2,0,100.0,-0.46
stmp,0,2,0,100.0,-0.46
kayne,1,2,2,060.0,100
anderson,1,2,2,060.0,100
midstream,1,8,7,56.25,1.24
unaudited,2,2,4,050.0,0.2
balance,0,1,5,16.666666666666668,1.66
sheet,1,0,5,16.666666666666668,24.12
coverage,0,4,9,30.76923076923077,-0.72
ratios,0,0,2,000.0,100
investments,1,1,0,100.0,1.59
knoll,0,0,1,000.0,100
motor,0,0,1,000.0,100
pt6a,0,0,1,000.0,100
140ag,0,0,1,000.0,100
pratt,0,0,1,000.0,100
whitney,0,1,1,050.0,100
entra,0,0,1,000.0,100
servio,0,0,1,000.0,100
completamente,0,0,1,000.0,100
problemas,0,0,1,000.0,100
502xp,0,0,1,000.0,100
tractor,0,1,1,050.0,1.09
return,0,1,2,33.333333333333336,1.9
blackberry,0,4,6,040.0,1.89
secures,0,3,7,030.0,1.76
indonesia,0,0,1,000.0,100
cyberthreats,0,0,1,000.0,100
pgascom,0,0,1,000.0,100
helps,0,3,1,075.0,0.79
saka,0,0,1,000.0,100
energi,0,0,1,000.0,100
ezcorp,0,0,1,000.0,100
pawn,0,0,1,000.0,100
stores,0,2,3,040.0,100
sinaloa,0,0,1,000.0,100
mexico,0,2,2,050.0,100
ezpw,0,0,1,000.0,100
alaska,0,2,1,66.66666666666667,100
federal,1,1,3,040.0,1.73
prosperity,0,0,1,000.0,100
bancshares,1,1,2,050.0,100
bancorpsouth,0,0,1,000.0,100
turquoise,0,0,1,000.0,100
hill,0,0,1,000.0,100
peregrine,2,2,1,080.0,0.46
after,2,0,3,040.0,-0.7
close,1,0,0,100.0,100
pphm,2,2,0,100.0,3.1
toll,1,2,1,075.0,100
brothers,1,2,1,075.0,100
supply,1,5,8,42.857142857142854,0.34
coupa,0,0,1,000.0,100
coup,0,0,1,000.0,100
galectin,0,1,0,100.0,100
nash,2,1,0,100.0,100
galt,0,1,0,100.0,100
wabco,0,1,4,020.0,0.46
dongfeng,0,0,1,000.0,100
liuzhou,0,0,1,000.0,100
strengthen,0,0,1,000.0,100
extend,0,1,2,33.333333333333336,100
chocolate,0,0,4,000.0,100
hershey,0,1,2,33.333333333333336,100
cookie,0,0,1,000.0,100
layer,0,0,1,000.0,100
crunch,0,0,1,000.0,100
triple,1,0,1,050.0,100
flavor,0,0,1,000.0,100
prostate,0,1,2,33.333333333333336,0.29
completing,1,0,1,050.0,100
post,2,2,5,44.44444444444444,1.04
exam,0,0,1,000.0,100
oncbiomune,0,0,1,000.0,100
immunotherapy,0,2,5,28.571428571428573,1.47
progression,0,1,1,050.0,100
obmp,0,1,1,050.0,100
werner,0,1,1,050.0,-1.0
schools,0,0,1,000.0,100
receive,0,0,1,000.0,100
military,0,0,1,000.0,100
friendly,0,0,1,000.0,100
wern,0,0,1,000.0,100
maroon,0,0,1,000.0,100
depends,0,0,1,000.0,100
album,0,0,1,000.0,100
pill,0,0,1,000.0,100
blues,0,0,1,000.0,100
windfall,0,0,1,000.0,100
immudyne,0,0,1,000.0,100
amilya,0,0,1,000.0,100
antonetti,0,0,1,000.0,100
digital,4,9,12,052.0,-0.28
strategist,0,0,1,000.0,100
immd,0,0,1,000.0,100
broadwind,0,0,1,000.0,100
bwen,0,0,1,000.0,100
river,1,0,0,100.0,100
omnify,1,0,0,100.0,100
seamless,1,2,1,075.0,100
communication,1,0,0,100.0,100
owens,0,0,1,000.0,100
corning,0,0,1,000.0,100
pacific,0,2,7,22.22222222222222,-0.24
western,1,1,6,025.0,0.84
craft,0,1,2,33.333333333333336,100
brew,0,0,1,000.0,100
cybercriminals,1,0,0,100.0,100
switching,1,0,0,100.0,100
impersonation,1,0,0,100.0,100
attacks,1,0,0,100.0,100
bypass,1,0,0,100.0,100
mime,1,1,2,050.0,100
amarantus,3,3,3,66.66666666666667,-0.34
elto,0,0,1,000.0,100
pharma,0,4,11,26.666666666666668,0.95
european,2,1,4,42.857142857142854,0.97
application,1,10,12,47.82608695652174,1.05
covering,3,5,7,53.333333333333336,1.15
method,0,0,1,000.0,100
treating,0,0,1,000.0,100
cognitive,0,0,1,000.0,100
impairment,0,0,1,000.0,100
associated,1,2,3,050.0,0.12
alzheimer,1,1,1,66.66666666666667,0.97
parkinson,1,1,4,33.333333333333336,100
eltoprazine,0,0,1,000.0,100
ambs,3,3,3,66.66666666666667,-0.34
vereit,0,0,1,000.0,100
carnival,0,0,1,000.0,100
northwestern,0,0,1,000.0,100
vocera,0,0,1,000.0,100
flexion,0,1,1,050.0,100
flxn,0,1,1,050.0,100
ctx001,0,1,0,100.0,100
gene,1,3,4,050.0,-0.34
edited,0,1,0,100.0,100
medicine,2,3,7,41.666666666666664,3.68
sickle,0,1,0,100.0,100
cell,1,2,3,050.0,1.43
crsp,0,2,1,66.66666666666667,-1.0
updated,1,1,1,66.66666666666667,100
paclitaxel,1,0,0,100.0,100
negative,1,1,1,66.66666666666667,-0.4
breast,2,4,0,100.0,4.24
presented,1,1,1,66.66666666666667,1.57
antonio,1,1,0,100.0,100
cala,1,0,1,050.0,3.47
unveils,0,0,1,000.0,100
actimab,0,0,1,000.0,100
planned,0,0,1,000.0,100
myelodysplastic,0,0,1,000.0,100
syndromes,0,0,1,000.0,100
targeted,0,5,3,062.5,3.56
genetic,0,0,1,000.0,100
mutations,0,2,1,66.66666666666667,100
francesca,0,1,4,020.0,0.18
fran,0,1,5,16.666666666666668,0.18
inap,0,0,2,000.0,100
managed,1,0,1,050.0,100
storage,0,0,3,000.0,1.59
gartner,0,2,3,040.0,100
lands,0,0,4,000.0,0.49
lendingclub,1,1,2,050.0,1.43
textron,0,0,1,000.0,100
allison,0,0,1,000.0,100
transmission,0,1,1,050.0,100
lyon,0,0,1,000.0,100
william,0,0,1,000.0,100
korn,0,0,1,000.0,100
ferry,0,0,1,000.0,100
woodmark,0,0,1,000.0,100
fiberlight,0,0,1,000.0,100
appoints,1,3,6,040.0,0.2
leader,0,2,2,050.0,100
macneil,0,0,1,000.0,100
executive,1,3,9,30.76923076923077,1.14
philip,0,3,4,42.857142857142854,0.78
morris,0,3,4,42.857142857142854,0.78
lennar,0,1,0,100.0,100
herc,0,1,0,100.0,100
deltic,0,1,0,100.0,100
timber,0,1,0,100.0,100
cross,0,1,0,100.0,100
country,0,2,0,100.0,100
autozone,0,0,1,000.0,100
same,0,0,2,000.0,0.42
store,0,0,2,000.0,100
athabasca,0,0,1,000.0,100
expiry,0,0,1,000.0,100
overholding,0,0,1,000.0,100
tenancy,0,0,1,000.0,100
status,0,0,1,000.0,100
moleculin,0,2,3,040.0,-1.0
wp1066,0,0,2,000.0,100
drug,3,13,13,55.172413793103445,1.05
gets,0,0,1,000.0,100
brain,0,0,1,000.0,100
tumor,0,0,1,000.0,100
clearance,0,2,1,66.66666666666667,1.04
namaste,1,0,1,050.0,24.12
binding,1,1,4,33.333333333333336,24.12
intent,2,0,4,33.333333333333336,-3.59
clinic,1,0,0,100.0,100
appian,0,0,1,000.0,100
luxoft,0,0,1,000.0,100
help,0,1,1,050.0,1.0
transform,0,0,1,000.0,100
digitally,0,0,1,000.0,100
appn,0,0,1,000.0,100
kensington,0,1,0,100.0,100
premium,1,2,2,060.0,1.72
title,0,1,0,100.0,100
pavaso,0,1,0,100.0,100
eclosing,0,1,0,100.0,100
lenders,0,1,0,100.0,100
streamline,0,1,0,100.0,100
mortgage,1,2,0,100.0,0.96
improve,0,1,4,020.0,-0.05
borrower,0,1,0,100.0,100
experience,0,2,3,040.0,0.42
sunesis,0,0,1,000.0,100
leadership,0,6,2,075.0,1.06
snss,0,0,1,000.0,100
monsanto,0,0,1,000.0,100
boundless,0,0,1,000.0,100
contributions,0,0,1,000.0,100
together,0,0,1,000.0,100
thought,0,0,1,000.0,100
leaders,0,0,2,000.0,1.11
professionals,0,0,1,000.0,100
rosen,1,2,1,075.0,1.16
cheetah,0,1,0,100.0,100
mobile,2,5,12,36.8421052631579,0.54
cmcm,0,1,0,100.0,100
chembio,0,1,0,100.0,100
commitment,1,2,5,037.5,0.28
manguinhos,0,1,0,100.0,100
purchase,2,6,10,44.44444444444444,-1.0
components,0,1,0,100.0,100
cemi,0,1,0,100.0,100
honorable,2,1,4,42.857142857142854,-1.37
judge,2,1,4,42.857142857142854,-1.37
kimberly,2,1,4,42.857142857142854,-1.37
mueller,2,1,4,42.857142857142854,-1.37
appointed,3,1,6,040.0,1.14
barack,2,1,4,42.857142857142854,-1.37
obama,2,1,4,42.857142857142854,-1.37
sets,2,2,5,44.44444444444444,-1.37
temporary,2,1,4,42.857142857142854,-1.37
restraining,2,1,4,42.857142857142854,-1.37
thursday,2,6,6,57.142857142857146,-0.24
30pm,2,1,4,42.857142857142854,-1.37
courthouse,2,1,4,42.857142857142854,-1.37
street,3,1,7,36.36363636363637,-1.63
sacramento,3,1,6,040.0,-1.37
employees,0,2,3,040.0,1.0
believe,0,0,1,000.0,100
their,1,3,11,26.666666666666668,4.64
employers,1,1,1,66.66666666666667,1.0
well,1,0,4,020.0,1.76
being,0,0,1,000.0,100
meet,0,3,2,060.0,100
wltw,1,1,1,66.66666666666667,1.0
five,1,0,8,11.11111111111111,4.63
fprx,0,0,4,000.0,4.39
spark,0,1,4,020.0,3.11
hemophilia,0,3,2,060.0,100
trials,0,1,0,100.0,100
exposition,0,1,0,100.0,100
once,0,1,4,020.0,3.11
charles,0,0,1,000.0,100
colvard,0,0,1,000.0,100
love,0,0,1,000.0,100
green,0,2,8,020.0,0.33
live,0,5,5,050.0,0.51
initiative,1,0,3,025.0,1.02
rare,0,2,2,050.0,100
moissanite,0,0,1,000.0,100
jewelry,0,0,1,000.0,100
environmental,0,1,2,33.333333333333336,100
conservation,0,0,1,000.0,100
cthr,0,0,1,000.0,100
reachlocal,0,0,1,000.0,100
survey,1,0,2,33.333333333333336,1.71
indicate,0,0,1,000.0,100
shopping,0,1,3,025.0,1.32
remains,0,0,1,000.0,100
popular,0,0,1,000.0,100
even,0,2,2,050.0,100
soars,0,0,1,000.0,100
equifax,0,1,0,100.0,100
gate,2,0,1,66.66666666666667,1.3
ventures,1,2,2,060.0,0.51
worldwide,3,1,2,66.66666666666667,7.66
named,1,4,6,45.45454545454545,-1.0
magazine,1,2,1,075.0,100
quot,2,0,6,025.0,100
yrcw,0,0,1,000.0,100
highland,1,0,0,100.0,100
copper,1,4,4,55.55555555555556,1.27
copperwood,1,0,0,100.0,100
michigan,1,0,0,100.0,100
mike,0,0,1,000.0,100
wishart,0,0,1,000.0,100
reuse,0,0,1,000.0,100
steve,0,1,1,050.0,100
warren,0,0,1,000.0,100
aerojet,0,0,2,000.0,1.17
rocketdyne,0,0,2,000.0,1.17
ajrd,0,0,1,000.0,100
radnet,0,1,1,050.0,100
angeles,0,1,1,050.0,100
rdnt,0,1,1,050.0,100
pneumonia,0,1,0,100.0,100
diagnostics,0,2,7,22.22222222222222,1.44
worth,0,4,3,57.142857142857146,0.26
assessment,0,2,5,28.571428571428573,0.24
mphasis,0,1,0,100.0,100
deliver,0,5,2,71.42857142857143,0.8
threat,0,3,0,100.0,0.85
networks,0,6,4,060.0,0.7
virtualized,0,1,0,100.0,100
customers,1,6,7,050.0,-1.0
analogic,0,0,1,000.0,100
alog,0,0,1,000.0,100
outlines,0,0,1,000.0,100
framework,0,0,1,000.0,100
autonomous,0,2,1,66.66666666666667,1.89
vehicles,0,0,3,000.0,1.76
coarse,1,1,0,100.0,0.6
bottle,0,1,0,100.0,100
roll,0,1,0,100.0,100
leach,0,1,0,100.0,100
testing,0,3,3,050.0,1.73
hamama,0,1,0,100.0,100
oxide,0,2,0,100.0,100
transitional,0,1,0,100.0,100
samples,0,1,0,100.0,100
average,0,2,1,66.66666666666667,100
recoveries,0,1,0,100.0,100
broadcom,1,1,3,040.0,0.84
avgo,0,1,2,33.333333333333336,1.01
improved,0,1,3,025.0,2.63
tearlab,0,0,1,000.0,100
registered,0,6,5,54.54545454545455,100
direct,1,4,9,35.714285714285715,1.59
tear,0,0,1,000.0,100
axsome,0,3,0,100.0,-0.15
axsm,0,3,0,100.0,-0.15
seachange,0,1,0,100.0,100
seac,0,1,0,100.0,100
trappsol,1,1,0,100.0,0.97
cyclo,1,1,0,100.0,0.97
belo,0,1,0,100.0,100
appeals,0,1,0,100.0,100
ruled,0,1,0,100.0,100
uphold,0,1,0,100.0,100
volta,0,1,0,100.0,100
grande,0,1,0,100.0,100
licence,0,1,1,050.0,100
splunk,0,0,1,000.0,100
sangamo,0,0,1,000.0,100
sonoma,0,0,1,000.0,100
coherent,0,0,1,000.0,100
xenia,0,0,1,000.0,100
hotels,0,4,2,66.66666666666667,100
resorts,0,4,4,050.0,0.6
career,0,0,1,000.0,100
identifies,1,0,2,33.333333333333336,0.96
citrix,0,0,1,000.0,100
suncoke,0,0,1,000.0,100
match,0,0,1,000.0,100
overseas,0,0,1,000.0,100
shipholding,0,0,1,000.0,100
lantheus,0,0,1,000.0,100
suburban,0,0,1,000.0,100
propane,0,0,1,000.0,100
calculating,1,0,1,050.0,0.96
forward,1,0,4,020.0,0.96
movement,1,0,1,050.0,0.96
exgen,0,0,1,000.0,100
claims,0,1,1,050.0,100
staked,0,0,1,000.0,100
empire,0,0,3,000.0,0.92
smmt,0,2,2,050.0,0.97
editas,0,1,3,025.0,3.68
edit,0,1,2,33.333333333333336,-1.0
abry,0,1,0,100.0,100
discuss,1,1,2,050.0,1.6
allocation,0,1,0,100.0,100
datametrex,1,2,8,27.272727272727273,1.49
virtual,0,2,0,100.0,100
hold,0,3,3,050.0,-1.47
videlica,0,1,0,100.0,100
sizes,0,1,0,100.0,100
emea,0,2,0,100.0,100
northrop,0,1,2,33.333333333333336,100
grumman,0,1,2,33.333333333333336,100
request,0,1,0,100.0,100
envoy,0,1,1,050.0,100
cactus,0,1,0,100.0,100
implements,0,1,0,100.0,100
milestone,0,1,2,33.333333333333336,-1.0
blgi,0,1,0,100.0,100
oncolix,0,0,1,000.0,100
submission,1,2,5,037.5,0.95
aepp,0,0,1,000.0,100
kandi,0,1,1,050.0,100
pure,0,2,0,100.0,100
model,1,1,0,100.0,1.02
approvals,0,1,1,050.0,1.92
chinese,1,1,0,100.0,1.02
government,0,2,1,66.66666666666667,100
kndi,0,1,1,050.0,100
elevating,0,0,1,000.0,100
family,0,4,2,66.66666666666667,1.0
exploring,0,0,1,000.0,100
behind,0,0,1,000.0,100
hawaiian,0,2,2,050.0,100
cars,2,0,5,28.571428571428573,100
trinity,0,0,1,000.0,100
immersion,0,0,1,000.0,100
ryerson,0,0,1,000.0,100
horizons,0,0,1,000.0,100
developments,3,1,3,57.142857142857146,0.97
horace,0,0,1,000.0,100
mann,0,0,1,000.0,100
minerva,0,1,1,050.0,100
neurosciences,0,1,1,050.0,100
seltorexant,0,1,1,050.0,100
insomnia,0,1,0,100.0,100
disorder,2,3,3,062.5,1.04
nerv,0,1,1,050.0,100
backed,0,0,2,000.0,-0.28
controlled,0,0,1,000.0,100
greystar,0,0,1,000.0,100
vera,0,1,1,050.0,0.01
bradley,0,1,1,050.0,0.01
evans,0,1,0,100.0,100
bobe,0,1,0,100.0,100
affinor,0,0,1,000.0,100
growers,0,0,1,000.0,100
reduces,0,0,1,000.0,100
tower,1,0,3,025.0,0.98
netapp,0,1,0,100.0,100
honors,0,1,0,100.0,100
ntap,0,1,0,100.0,100
integer,0,1,0,100.0,100
wins,0,1,0,100.0,100
neuros,0,1,0,100.0,100
itgr,0,1,0,100.0,100
denies,0,1,0,100.0,100
rumors,0,1,0,100.0,100
vistagen,1,0,4,020.0,1.15
granted,1,0,1,050.0,1.43
methods,1,0,3,025.0,100
myriad,0,2,2,050.0,100
validation,0,1,1,050.0,1.68
riskscore,0,1,0,100.0,100
test,0,2,3,040.0,1.04
mygn,0,2,2,050.0,100
mercer,2,1,2,060.0,1.51
conditional,0,0,1,000.0,100
partial,0,0,1,000.0,100
principal,0,3,2,060.0,0.49
amount,0,1,4,020.0,1.91
outstanding,0,0,4,000.0,0.49
merc,2,1,2,060.0,1.51
winnebago,0,5,3,062.5,1.17
made,0,2,0,100.0,100
perkins,0,0,1,000.0,100
acre,0,0,1,000.0,100
colorado,0,2,4,33.333333333333336,1.28
dalmac,0,0,1,000.0,100
servus,0,0,1,000.0,100
pfizer,0,0,1,000.0,100
england,0,0,1,000.0,100
journal,0,2,4,33.333333333333336,1.4
investigational,0,4,1,080.0,-1.0
renew,0,0,1,000.0,100
course,0,1,2,33.333333333333336,100
issuer,0,1,2,33.333333333333336,100
recipients,0,0,1,000.0,100
millennium,0,1,1,050.0,0.92
iron,0,1,3,025.0,100
port,0,1,0,100.0,100
sept,0,1,0,100.0,100
user,0,1,0,100.0,100
dock,0,1,0,100.0,100
pomerantz,0,3,4,42.857142857142854,2.1
paypal,0,0,1,000.0,100
certain,0,3,5,037.5,0.49
officers,0,3,4,42.857142857142854,2.1
pypl,0,0,1,000.0,100
polarx,0,1,0,100.0,100
zackly,0,1,0,100.0,100
deposit,0,1,0,100.0,100
range,0,2,2,050.0,0.7
seaspan,0,1,0,100.0,100
shipyards,0,1,0,100.0,100
celebrate,0,1,0,100.0,100
vessel,1,1,0,100.0,100
designed,0,2,0,100.0,-1.62
built,0,3,1,075.0,100
shipbuilding,0,1,0,100.0,100
neogenomics,1,3,2,66.66666666666667,1.14
ollie,0,2,0,100.0,-1.0
bargain,0,2,0,100.0,-1.0
outlet,0,2,0,100.0,-1.0
olli,0,2,0,100.0,-1.0
finjan,0,2,4,33.333333333333336,-1.18
complaint,1,5,4,060.0,-1.18
zscaler,1,0,3,025.0,-1.0
northern,0,0,7,000.0,0.34
california,1,7,18,30.76923076923077,0.34
grant,0,2,5,28.571428571428573,-1.0
passenger,0,0,1,000.0,100
traffic,0,0,1,000.0,100
omab,0,0,1,000.0,100
novartis,0,0,1,000.0,100
kisqali,0,0,1,000.0,100
only,0,0,1,000.0,100
cdk4,0,0,1,000.0,100
inhibitor,0,2,3,040.0,1.4
superior,0,0,1,000.0,100
median,0,0,1,000.0,100
compared,0,0,1,000.0,100
endocrine,0,0,1,000.0,100
line,1,2,7,030.0,1.63
prospective,0,0,1,000.0,100
randomized,0,0,1,000.0,100
dedicated,0,0,4,000.0,1.76
swiss,0,3,4,42.857142857142854,1.17
novn,0,0,1,000.0,100
redeem,0,1,0,100.0,100
portion,0,1,1,050.0,100
signed,0,2,4,33.333333333333336,1.32
fate,0,0,4,000.0,100
diego,0,1,5,16.666666666666668,0.34
ipsc,0,0,1,000.0,100
derived,0,0,3,000.0,100
immunotherapies,0,0,1,000.0,100
positiveid,0,0,2,000.0,100
generation,1,4,10,33.333333333333336,-0.33
caregiver,0,0,1,000.0,100
thermometer,0,0,1,000.0,100
bluetooth,0,0,1,000.0,100
capability,0,0,1,000.0,100
psid,0,0,2,000.0,100
rapid7,0,1,1,050.0,0.86
visionary,0,0,1,000.0,100
magic,0,0,1,000.0,100
quadrant,0,2,2,050.0,100
dart,0,1,0,100.0,100
appraisal,0,1,0,100.0,100
finance,0,1,3,025.0,-1.0
amdocs,0,1,0,100.0,100
land,0,1,0,100.0,100
campus,0,3,1,075.0,100
richmond,0,0,1,000.0,100
road,0,0,1,000.0,100
north,0,0,4,000.0,1.9
lithium,0,0,2,000.0,100
qualifying,0,0,1,000.0,100
ferroglobe,0,1,0,100.0,100
insider,0,1,1,050.0,3.44
buying,0,1,0,100.0,100
arcw,1,0,0,100.0,100
clayton,0,1,1,050.0,-0.1
employment,1,1,4,33.333333333333336,1.56
jobs,0,0,3,000.0,1.76
block,1,2,5,037.5,-0.28
warrant,1,3,4,050.0,2.73
exercise,2,3,4,55.55555555555556,-1.0
incentive,0,0,1,000.0,100
newest,0,1,1,050.0,1.31
challenger,0,0,6,000.0,100
models,1,0,1,050.0,-1.0
surpass,0,0,3,000.0,0.97
milestones,0,0,2,000.0,100
deliveries,0,0,3,000.0,100
marks,0,0,2,000.0,-1.0
50th,0,0,1,000.0,100
category,0,0,1,000.0,100
defining,0,0,2,000.0,1.76
count,0,0,1,000.0,100
overall,0,0,1,000.0,100
making,0,0,1,000.0,100
most,0,2,2,050.0,2.04
delivered,0,0,1,000.0,100
decade,0,0,1,000.0,100
jets,0,0,2,000.0,100
approaching,0,0,2,000.0,100
confirm,0,0,1,000.0,100
unrivalled,0,0,1,000.0,100
smooth,0,0,1,000.0,100
ride,0,0,2,000.0,100
acceptance,1,6,6,53.84615384615385,0.29
lowest,0,0,1,000.0,100
costs,0,0,1,000.0,100
segments,0,0,1,000.0,100
longer,0,0,1,000.0,100
maintenance,0,2,2,050.0,1.76
intervals,0,0,1,000.0,100
nexeo,0,0,2,000.0,100
nxeo,0,0,2,000.0,100
sunrun,0,1,0,100.0,100
transition,0,1,2,33.333333333333336,0.18
paul,0,3,1,075.0,0.87
winnowski,0,1,0,100.0,100
retire,0,1,0,100.0,100
early,1,1,3,040.0,1.91
jill,0,0,2,000.0,100
rapidly,0,0,1,000.0,100
cray,0,2,0,100.0,100
nersc,0,1,0,100.0,100
addvantage,0,1,2,33.333333333333336,100
bearclaw,0,1,2,33.333333333333336,100
strikeforce,1,0,1,050.0,4.88
guardedid,1,0,0,100.0,100
anti,3,5,2,080.0,0.31
keylogging,1,0,0,100.0,100
sfor,1,0,1,050.0,4.88
natus,0,2,1,66.66666666666667,100
morgan,7,45,27,65.82278481012658,1.24
36th,7,42,24,67.12328767123287,1.24
baby,0,2,1,66.66666666666667,100
redhawk,1,1,1,66.66666666666667,100
idng,1,1,1,66.66666666666667,100
reprocell,0,2,0,100.0,100
iovance,1,1,1,66.66666666666667,100
decision,1,2,2,060.0,100
updates,1,4,5,050.0,1.31
iova,1,1,1,66.66666666666667,100
intl,0,3,4,42.857142857142854,2.49
fcstone,0,2,2,050.0,2.49
corbus,0,0,5,000.0,2.21
resolve,0,0,3,000.0,100
systemic,0,1,5,16.666666666666668,1.57
sclerosis,0,2,4,33.333333333333336,1.57
landstar,0,1,3,025.0,1.02
special,0,7,10,41.1764705882353,1.67
lstr,0,1,3,025.0,1.02
targeting,0,0,2,000.0,100
