BlackRock,0,1,2,33.333333333333336
during,2,1,1,075.0
Copenhagen,2,1,2,060.0
acquire,0,1,3,025.0
largest,0,0,3,000.0
Railenium,0,0,4,000.0
Technical,1,0,2,33.333333333333336
boosts,0,0,2,000.0
contribution,0,0,4,000.0
French,0,0,2,000.0
rail,0,0,2,000.0
sector,0,0,2,000.0
research,0,0,2,000.0
development,0,0,4,000.0
deal,0,0,1,000.0
bodes,0,0,1,000.0
expert,0,0,1,000.0
says,0,2,2,050.0
Video,4,1,4,55.55555555555556
Auction,0,2,0,100.0
Life,0,2,3,040.0
Wheels,0,2,0,100.0
11h55,0,0,2,000.0
Transport,0,0,2,000.0
rejoint,0,0,2,000.0
Institut,0,0,2,000.0
Recherche,0,0,2,000.0
Technologique,0,0,2,000.0
acclre,0,0,2,000.0
ferroviaire,0,0,2,000.0
franais,0,0,2,000.0
soutenant,0,0,2,000.0
recherche,0,0,2,000.0
service,1,1,5,28.571428571428573
comptitivit,0,0,2,000.0
filire,0,0,2,000.0
Device,1,3,6,040.0
Analysts,1,4,2,71.42857142857143
Brokered,2,4,4,060.0
Distributor,0,0,2,000.0
Providing,0,0,1,000.0
Opioids,0,0,1,000.0
Surgery,0,0,1,000.0
Follow,0,1,2,33.333333333333336
PARADIGM,0,0,1,000.0
Hovnanian,0,0,2,000.0
ArcelorMittal,0,0,1,000.0
issuance,0,0,1,000.0
Fixed,0,0,1,000.0
Rate,0,4,2,66.66666666666667
under,0,1,1,050.0
EMTN,0,0,1,000.0
Programme,0,1,1,050.0
Amsterdam,0,0,1,000.0
Should,0,1,1,050.0
Value,1,3,5,44.44444444444444
Pick,0,1,1,050.0
Cenovus,0,0,1,000.0
CBIS,2,0,6,025.0
Hearing,2,0,6,025.0
Injunction,0,0,1,000.0
Arguments,0,0,1,000.0
Disregarded,0,0,1,000.0
Joaquin,0,0,1,000.0
County,0,0,1,000.0
Jacquie,1,0,0,100.0
Smiles,1,0,0,100.0
Groupon,1,0,0,100.0
Rich,1,0,0,100.0
Opening,2,0,3,040.0
Bell,1,0,0,100.0
Holiday,1,0,3,025.0
Celebration,1,0,0,100.0
Triton,0,1,0,100.0
TRTN,0,1,0,100.0
Might,0,1,0,100.0
Chamberlain,0,0,1,000.0
Lawsuit,0,5,2,71.42857142857143
Against,0,4,4,050.0
Nortek,0,0,1,000.0
Raven,0,0,1,000.0
Industries,0,7,11,38.888888888888886
Authorizes,0,1,1,050.0
Approves,0,2,2,050.0
RAVN,0,0,1,000.0
MarketAxess,0,1,0,100.0
Volume,0,1,0,100.0
Statistics,0,1,0,100.0
MKTX,0,1,0,100.0
Smart,1,1,2,050.0
Camera,0,0,1,000.0
register,0,0,1,000.0
through,0,0,1,000.0
EMCORE,0,0,1,000.0
EMKR,0,0,1,000.0
Statoil,0,1,3,025.0
price,0,1,0,100.0
Issue,0,1,3,025.0
second,0,3,6,33.333333333333336
Scrip,0,1,0,100.0
Tabula,0,1,2,33.333333333333336
Rasa,0,1,2,33.333333333333336
HealthCare,0,1,2,33.333333333333336
TRHC,0,1,2,33.333333333333336
Venezuela,0,0,1,000.0
Maduro,0,0,1,000.0
gains,0,0,1,000.0
amid,0,0,1,000.0
purge,0,0,1,000.0
Brian,1,0,1,050.0
Daniels,0,0,1,000.0
Advisory,0,1,1,050.0
Barings,0,0,1,000.0
Duration,0,0,1,000.0
Yield,0,0,1,000.0
Fund,1,2,3,050.0
1534,0,0,1,000.0
Floating,0,1,0,100.0
Upsizes,0,1,0,100.0
PFLT,0,1,0,100.0
Brookfield,0,1,0,100.0
Reset,0,1,0,100.0
Preference,0,1,0,100.0
Agrochemical,0,0,1,000.0
Regulatory,0,0,2,000.0
Situation,0,0,1,000.0
Brazil,0,1,2,33.333333333333336
Vornado,0,1,1,050.0
Cumulative,0,1,1,050.0
Redeemable,0,1,1,050.0
Hexcel,1,0,2,33.333333333333336
Upcoming,0,2,3,040.0
Momentum,0,0,1,000.0
Regeneron,0,1,3,025.0
SunTrust,0,0,1,000.0
Interpublic,0,0,1,000.0
Companies,0,1,6,14.285714285714286
Intersect,0,0,1,000.0
Granite,0,0,1,000.0
Construction,0,1,1,050.0
Spok,0,0,1,000.0
Discovering,0,0,1,000.0
Underlying,0,0,1,000.0
Depomed,0,0,1,000.0
NUCYNTA,0,0,1,000.0
Commercialization,1,0,2,33.333333333333336
Collegium,0,1,1,050.0
DEPO,0,0,1,000.0
Connecture,1,0,0,100.0
Lindstrom,1,0,0,100.0
CNXR,1,0,0,100.0
Gendis,0,0,1,000.0
Honourable,0,1,0,100.0
Herb,0,1,0,100.0
Dhaliwal,0,1,0,100.0
Stamper,0,1,0,100.0
STMP,0,1,0,100.0
Kayne,1,2,2,060.0
Anderson,1,2,2,060.0
Midstream,1,6,4,63.63636363636363
Unaudited,0,1,3,025.0
Balance,0,0,3,000.0
Sheet,1,0,4,020.0
Coverage,0,3,5,037.5
Ratios,0,0,2,000.0
Investments,1,0,0,100.0
Motor,0,0,1,000.0
PT6A,0,0,1,000.0
140AG,0,0,1,000.0
Pratt,0,0,1,000.0
Whitney,0,1,1,050.0
entra,0,0,1,000.0
servio,0,0,1,000.0
completamente,0,0,1,000.0
problemas,0,0,1,000.0
502XP,0,0,1,000.0
Tractor,0,0,1,000.0
Return,0,1,1,050.0
BlackBerry,0,3,6,33.333333333333336
Secures,0,2,6,025.0
Indonesia,0,0,1,000.0
Sector,2,4,8,42.857142857142854
Cyberthreats,0,0,1,000.0
partnership,1,0,3,025.0
PGASCOM,0,0,1,000.0
helps,0,0,1,000.0
secure,0,0,1,000.0
Saka,0,0,1,000.0
Energi,0,0,1,000.0
software,0,2,4,33.333333333333336
EZCORP,0,0,1,000.0
Pawn,0,0,1,000.0
Stores,0,2,3,040.0
Sinaloa,0,0,1,000.0
Mexico,0,2,2,050.0
EZPW,0,0,1,000.0
Alaska,0,2,1,66.66666666666667
Federal,0,1,2,33.333333333333336
Prosperity,0,0,1,000.0
Bancshares,1,1,2,050.0
BancorpSouth,0,0,1,000.0
Turquoise,0,0,1,000.0
production,0,0,1,000.0
financial,0,0,4,000.0
guidance,0,0,3,000.0
Peregrine,1,0,0,100.0
After,1,0,1,050.0
Close,1,0,0,100.0
Toll,1,2,1,075.0
Brothers,1,2,1,075.0
Supply,0,2,2,050.0
Coupa,0,0,1,000.0
COUP,0,0,1,000.0
Galectin,0,1,0,100.0
NASH,2,1,0,100.0
GALT,0,1,0,100.0
WABCO,0,1,3,025.0
Dongfeng,0,0,1,000.0
Liuzhou,0,0,1,000.0
Strengthen,0,0,1,000.0
Extend,0,0,1,000.0
Chocolate,0,0,4,000.0
Hersheys,0,0,1,000.0
Cookie,0,0,1,000.0
Layer,0,0,1,000.0
Crunch,0,0,1,000.0
Triple,1,0,1,050.0
Flavor,0,0,1,000.0
Prostate,0,1,1,050.0
Completing,0,0,1,000.0
Post,1,0,4,020.0
Exam,0,0,1,000.0
OncBioMune,0,0,1,000.0
Immunotherapy,0,0,1,000.0
Progression,0,1,1,050.0
OBMP,0,1,1,050.0
Werner,0,0,1,000.0
Schools,0,0,1,000.0
Receive,0,0,1,000.0
Military,0,0,1,000.0
Friendly,0,0,1,000.0
WERN,0,0,1,000.0
Maroon,0,0,1,000.0
Depends,0,0,1,000.0
Album,0,0,1,000.0
Pill,0,0,1,000.0
Blues,0,0,1,000.0
AVID,0,0,1,000.0
Windfall,0,0,1,000.0
ImmuDyne,0,0,1,000.0
Amilya,0,0,1,000.0
Antonetti,0,0,1,000.0
Digital,2,4,4,060.0
Strategist,0,0,1,000.0
IMMD,0,0,1,000.0
Broadwind,0,0,1,000.0
Roth,0,0,1,000.0
BWEN,0,0,1,000.0
River,1,0,0,100.0
Omnify,1,0,0,100.0
Seamless,1,2,1,075.0
Communication,1,0,0,100.0
Owens,0,0,1,000.0
Corning,0,0,1,000.0
Pacific,0,0,1,000.0
Western,0,1,1,050.0
Craft,0,0,1,000.0
Brew,0,0,1,000.0
Cybercriminals,1,0,0,100.0
Switching,1,0,0,100.0
Impersonation,1,0,0,100.0
Attacks,1,0,0,100.0
Bypass,1,0,0,100.0
MIME,1,1,2,050.0
Amarantus,2,3,2,71.42857142857143
Elto,0,0,1,000.0
Pharma,0,0,4,000.0
European,1,1,1,66.66666666666667
Application,1,4,5,050.0
Covering,2,4,4,060.0
Method,0,0,1,000.0
Treating,0,0,1,000.0
Cognitive,0,0,1,000.0
Impairment,0,0,1,000.0
Associated,0,0,1,000.0
Alzheimer,0,1,1,050.0
Parkinson,1,1,2,050.0
disease,0,0,1,000.0
Eltoprazine,0,0,1,000.0
AMBS,2,3,2,71.42857142857143
VEREIT,0,0,1,000.0
Carnival,0,0,1,000.0
NorthWestern,0,0,1,000.0
Vocera,0,0,1,000.0
Flexion,0,1,1,050.0
NASDAQ,0,2,1,66.66666666666667
FLXN,0,1,1,050.0
CTX001,0,1,0,100.0
Gene,0,1,1,050.0
Edited,0,1,0,100.0
Medicine,1,1,4,33.333333333333336
Sickle,0,1,0,100.0
Cell,0,2,3,040.0
CRSP,0,2,0,100.0
Updated,1,1,0,100.0
Paclitaxel,1,0,0,100.0
Negative,1,0,0,100.0
Breast,2,1,0,100.0
Presented,1,0,0,100.0
Antonio,1,1,0,100.0
CALA,1,0,0,100.0
Unveils,0,0,1,000.0
Actimab,0,0,1,000.0
Planned,0,0,1,000.0
Myelodysplastic,0,0,1,000.0
Syndromes,0,0,1,000.0
Targeted,0,2,1,66.66666666666667
Genetic,0,0,1,000.0
Mutations,0,2,1,66.66666666666667
francescas,0,0,1,000.0
FRAN,0,0,1,000.0
INAP,0,0,2,000.0
Managed,0,0,1,000.0
Storage,0,0,2,000.0
Gartner,0,0,2,000.0
Lands,0,0,1,000.0
LendingClub,0,0,1,000.0
Textron,0,0,1,000.0
Allison,0,0,1,000.0
Transmission,0,1,1,050.0
Lyon,0,0,1,000.0
William,0,0,1,000.0
Korn,0,0,1,000.0
Ferry,0,0,1,000.0
Woodmark,0,0,1,000.0
FiberLight,0,0,1,000.0
Appoints,0,1,6,14.285714285714286
Leader,0,2,2,050.0
MacNeil,0,0,1,000.0
Executive,0,0,2,000.0
Philip,0,1,0,100.0
Morris,0,1,0,100.0
Lennar,0,1,0,100.0
Herc,0,1,0,100.0
Deltic,0,1,0,100.0
Timber,0,1,0,100.0
Cross,0,1,0,100.0
Country,0,1,0,100.0
AutoZone,0,0,1,000.0
Same,0,0,1,000.0
Store,0,0,2,000.0
Athabasca,0,0,1,000.0
Expiry,0,0,1,000.0
Overholding,0,0,1,000.0
Tenancy,0,0,1,000.0
Status,0,0,1,000.0
Moleculin,0,1,2,33.333333333333336
WP1066,0,0,2,000.0
Drug,2,7,5,64.28571428571429
gets,0,0,1,000.0
Brain,0,0,1,000.0
Tumor,0,0,1,000.0
Clearance,0,1,1,050.0
Namaste,1,0,0,100.0
Binding,1,0,0,100.0
Intent,1,0,0,100.0
Clinic,1,0,0,100.0
Frankfurt,1,0,0,100.0
M5BQ,1,0,0,100.0
Appian,0,0,1,000.0
Luxoft,0,0,1,000.0
Help,0,0,1,000.0
Transform,0,0,1,000.0
Digitally,0,0,1,000.0
APPN,0,0,1,000.0
Kensington,0,1,0,100.0
Premium,0,1,1,050.0
Title,0,1,0,100.0
Integration,1,2,3,050.0
Pavaso,0,1,0,100.0
eClosing,0,1,0,100.0
Lenders,0,1,0,100.0
country,0,1,0,100.0
streamline,0,1,0,100.0
mortgage,0,1,0,100.0
closing,0,1,0,100.0
process,0,1,0,100.0
improve,0,1,2,33.333333333333336
borrower,0,1,0,100.0
experience,0,1,0,100.0
Sunesis,0,0,1,000.0
Leadership,0,1,1,050.0
SNSS,0,0,1,000.0
Monsanto,0,0,1,000.0
Boundless,0,0,1,000.0
Contributions,0,0,1,000.0
Together,0,0,1,000.0
than,0,0,4,000.0
Thought,0,0,1,000.0
Leaders,0,0,1,000.0
Professionals,0,0,1,000.0
EQUITY,0,1,0,100.0
Rosen,0,1,0,100.0
Cheetah,0,1,0,100.0
Mobile,2,5,7,050.0
CMCM,0,1,0,100.0
Chembio,0,1,0,100.0
Commitment,0,2,1,66.66666666666667
Manguinhos,0,1,0,100.0
Purchase,1,4,6,45.45454545454545
Components,0,1,0,100.0
CEMI,0,1,0,100.0
Honorable,2,0,4,33.333333333333336
Judge,2,0,4,33.333333333333336
Kimberly,2,0,4,33.333333333333336
Mueller,2,0,4,33.333333333333336
Appointed,2,0,4,33.333333333333336
Barack,2,0,4,33.333333333333336
Obama,2,0,4,33.333333333333336
Temporary,2,0,4,33.333333333333336
Restraining,2,0,4,33.333333333333336
30pm,2,0,4,33.333333333333336
Courthouse,2,0,4,33.333333333333336
Street,3,1,4,050.0
Sacramento,3,0,6,33.333333333333336
believe,0,0,1,000.0
their,0,1,8,11.11111111111111
employers,0,0,1,000.0
well,0,0,1,000.0
being,0,0,1,000.0
initiatives,0,0,1,000.0
meet,0,1,1,050.0
WLTW,0,0,1,000.0
Five,0,0,2,000.0
FPRX,0,0,1,000.0
Spark,0,1,1,050.0
Hemophilia,0,3,2,060.0
Trials,0,1,0,100.0
Exposition,0,1,0,100.0
ONCE,0,1,1,050.0
Charles,0,0,1,000.0
Colvard,0,0,1,000.0
Love,0,0,1,000.0
Green,0,0,3,000.0
Live,0,1,1,050.0
Initiative,0,0,2,000.0
Rare,0,1,1,050.0
Moissanite,0,0,1,000.0
Jewelry,0,0,1,000.0
Environmental,0,1,2,33.333333333333336
Conservation,0,0,1,000.0
CTHR,0,0,1,000.0
ReachLocal,0,0,1,000.0
Indicate,0,0,1,000.0
Shopping,0,0,2,000.0
Remains,0,0,1,000.0
Popular,0,0,1,000.0
Even,0,2,2,050.0
against,0,1,2,33.333333333333336
Equifax,0,1,0,100.0
Gate,1,0,0,100.0
Ventures,1,0,0,100.0
Worldwide,1,1,1,66.66666666666667
Named,0,4,5,44.44444444444444
Magazines,0,0,1,000.0
quot,2,4,8,42.857142857142854
YRCW,0,0,1,000.0
Highland,1,0,0,100.0
Copper,1,3,2,66.66666666666667
Copperwood,1,0,0,100.0
Michigan,1,0,0,100.0
Mike,0,0,1,000.0
Wishart,0,0,1,000.0
REUSE,0,0,1,000.0
Steve,0,0,1,000.0
Warren,0,0,1,000.0
Aerojet,0,0,1,000.0
Rocketdyne,0,0,1,000.0
AJRD,0,0,1,000.0
RadNet,0,1,1,050.0
Angeles,0,1,1,050.0
RDNT,0,1,1,050.0
Pneumonia,0,1,0,100.0
Diagnostics,0,1,2,33.333333333333336
worth,1,3,3,57.142857142857146
Assessment,0,2,4,33.333333333333336
Mphasis,0,1,0,100.0
Deliver,0,3,1,075.0
Threat,0,1,0,100.0
Virtualized,0,1,0,100.0
Service,0,2,1,66.66666666666667
Customers,0,2,2,050.0
Analogic,0,0,1,000.0
ALOG,0,0,1,000.0
Outlines,0,0,1,000.0
Framework,0,0,1,000.0
Autonomous,0,1,1,050.0
Vehicles,0,0,2,000.0
Coarse,0,1,0,100.0
Bottle,0,1,0,100.0
Roll,0,1,0,100.0
Leach,0,1,0,100.0
Testing,0,1,0,100.0
Hamama,0,1,0,100.0
Oxide,0,2,0,100.0
Transitional,0,1,0,100.0
Samples,0,1,0,100.0
Average,0,1,0,100.0
Recoveries,0,1,0,100.0
Broadcom,0,0,1,000.0
AVGO,0,0,1,000.0
reports,0,1,3,025.0
improved,0,1,1,050.0
performance,0,0,1,000.0
TearLab,0,0,1,000.0
Registered,0,6,5,54.54545454545455
Direct,1,4,7,41.666666666666664
TEAR,0,0,1,000.0
Axsome,0,1,0,100.0
AXSM,0,1,0,100.0
SeaChange,0,1,0,100.0
SEAC,0,1,0,100.0
Trappsol,0,1,0,100.0
Cyclo,0,1,0,100.0
Belo,0,1,0,100.0
Appeals,0,1,0,100.0
Ruled,0,1,0,100.0
Uphold,0,1,0,100.0
Volta,0,1,0,100.0
Grande,0,1,0,100.0
Licence,0,1,1,050.0
Thune,0,0,1,000.0
need,0,0,1,000.0
keep,0,0,1,000.0
corporate,0,0,1,000.0
rate,0,0,1,000.0
Splunk,0,0,1,000.0
Sangamo,0,0,1,000.0
Sonoma,0,0,1,000.0
Coherent,0,0,1,000.0
Xenia,0,0,1,000.0
Hotels,0,4,2,66.66666666666667
Resorts,0,3,1,075.0
Career,0,0,1,000.0
Identifies,0,0,2,000.0
Citrix,0,0,1,000.0
SunCoke,0,0,1,000.0
Match,0,0,1,000.0
Overseas,0,0,1,000.0
Shipholding,0,0,1,000.0
Lantheus,0,0,1,000.0
Suburban,0,0,1,000.0
Propane,0,0,1,000.0
Calculating,0,0,1,000.0
Forward,0,0,3,000.0
Movement,0,0,1,000.0
Analyzing,0,1,0,100.0
Utilities,0,1,0,100.0
Target,0,3,1,075.0
ExGen,0,0,1,000.0
Claims,0,1,1,050.0
Staked,0,0,1,000.0
Empire,0,0,2,000.0
SMMT,0,1,1,050.0
Editas,0,0,1,000.0
EDIT,0,0,1,000.0
ABRY,0,1,0,100.0
Breakthrough,0,1,0,100.0
Discuss,0,1,0,100.0
Allocation,0,1,0,100.0
Datametrex,1,0,2,33.333333333333336
Virtual,0,2,0,100.0
Hold,0,3,1,075.0
Technologys,0,1,0,100.0
Videlica,0,1,0,100.0
Helps,0,1,0,100.0
Sizes,0,1,0,100.0
Across,0,1,0,100.0
EMEA,0,2,0,100.0
Could,0,1,0,100.0
Beneficiary,0,1,0,100.0
Overhaul,0,1,1,050.0
Northrop,0,1,2,33.333333333333336
Grumman,0,1,2,33.333333333333336
Request,0,1,0,100.0
Envoy,0,1,1,050.0
Cactus,0,1,0,100.0
Implements,0,1,0,100.0
Milestone,0,1,1,050.0
BLGI,0,1,0,100.0
Oncolix,0,0,1,000.0
Submission,1,2,1,075.0
AEPP,0,0,1,000.0
Kandi,0,1,1,050.0
Pure,0,2,0,100.0
Model,0,1,0,100.0
approvals,0,1,0,100.0
Chinese,0,1,0,100.0
Government,0,2,1,66.66666666666667
Agencies,0,1,0,100.0
KNDI,0,1,1,050.0
Elevating,0,0,1,000.0
Family,0,0,1,000.0
Exploring,0,0,1,000.0
Behind,0,0,1,000.0
Hawaiian,0,2,2,050.0
Cars,1,0,3,025.0
Trinity,0,0,1,000.0
Immersion,0,0,1,000.0
Ryerson,0,0,1,000.0
Horizons,0,0,1,000.0
Developments,0,1,2,33.333333333333336
Horace,0,0,1,000.0
Mann,0,0,1,000.0
Minerva,0,1,1,050.0
Neurosciences,0,1,1,050.0
Seltorexant,0,1,1,050.0
Insomnia,0,1,0,100.0
Disorder,0,1,1,050.0
NERV,0,1,1,050.0
Backed,0,0,1,000.0
Controlled,0,0,1,000.0
Greystar,0,0,1,000.0
Vera,0,1,0,100.0
Bradley,0,1,0,100.0
Evans,0,1,0,100.0
BOBE,0,1,0,100.0
Affinor,0,0,1,000.0
Growers,0,0,1,000.0
Reduces,0,0,1,000.0
Tower,0,0,1,000.0
Dish,0,0,1,000.0
stepping,0,0,1,000.0
down,0,0,1,000.0
DISH,0,0,4,000.0
NetApp,0,1,0,100.0
Honors,0,1,0,100.0
NTAP,0,1,0,100.0
Jittery,0,1,0,100.0
ahead,0,1,0,100.0
Reform,0,1,0,100.0
Intermodal,0,0,1,000.0
Pushed,0,0,1,000.0
Rail,0,2,1,66.66666666666667
Freight,0,0,1,000.0
Volumes,0,0,1,000.0
Integer,0,1,0,100.0
Wins,0,1,0,100.0
Neuros,0,1,0,100.0
ITGR,0,1,0,100.0
Denies,0,1,0,100.0
Rumors,0,1,0,100.0
Regarding,0,2,0,100.0
VistaGen,0,0,2,000.0
Granted,0,0,1,000.0
Methods,1,0,3,025.0
Myriad,0,2,2,050.0
Validation,0,1,0,100.0
riskScore,0,1,0,100.0
Test,0,1,2,33.333333333333336
MYGN,0,2,2,050.0
Mercer,2,1,1,075.0
Conditional,0,0,1,000.0
Partial,0,0,1,000.0
Principal,0,0,1,000.0
Amount,0,0,1,000.0
Outstanding,0,0,3,000.0
MERC,2,1,1,075.0
Winnebago,0,5,2,71.42857142857143
Made,0,2,0,100.0
Perkins,0,0,1,000.0
Acre,0,0,1,000.0
Colorado,0,1,2,33.333333333333336
Dalmac,0,0,1,000.0
Servus,0,0,1,000.0
Union,0,0,1,000.0
Pfizer,0,0,1,000.0
England,0,0,1,000.0
Journal,0,0,2,000.0
Investigational,0,0,1,000.0
Renew,0,0,1,000.0
Course,0,1,2,33.333333333333336
Issuer,0,1,2,33.333333333333336
Recipients,0,0,1,000.0
Already,0,1,0,100.0
Priced,0,1,0,100.0
Lower,0,1,0,100.0
Millennium,0,1,0,100.0
Iron,0,1,3,025.0
Port,0,1,0,100.0
Sept,0,1,0,100.0
User,0,1,0,100.0
Dock,0,1,0,100.0
Pomerantz,0,0,2,000.0
PayPal,0,0,1,000.0
Certain,0,0,2,000.0
Officers,0,0,2,000.0
PYPL,0,0,1,000.0
PolarX,0,1,0,100.0
Zackly,0,1,0,100.0
Deposit,0,1,0,100.0
Range,0,1,0,100.0
Seaspan,0,1,0,100.0
Shipyards,0,1,0,100.0
Celebrate,0,1,0,100.0
Vessel,1,1,0,100.0
Designed,0,1,0,100.0
Built,0,3,1,075.0
Shipbuilding,0,1,0,100.0
NeoGenomics,0,1,0,100.0
Ollies,0,1,0,100.0
Bargain,0,1,0,100.0
Outlet,0,1,0,100.0
OLLI,0,1,0,100.0
Finjan,0,0,1,000.0
Complaint,0,3,2,060.0
Zscaler,0,0,1,000.0
Northern,0,0,1,000.0
California,1,4,5,050.0
receives,0,0,1,000.0
Grant,0,0,2,000.0
passenger,0,0,1,000.0
traffic,0,0,1,000.0
OMAB,0,0,1,000.0
Novartis,0,0,1,000.0
Kisqali,0,0,1,000.0
first,0,2,2,050.0
only,0,0,1,000.0
CDK4,0,0,1,000.0
inhibitor,0,1,1,050.0
show,0,0,1,000.0
superior,0,0,1,000.0
median,0,0,1,000.0
compared,0,0,1,000.0
oral,0,0,1,000.0
endocrine,0,0,1,000.0
therapy,0,0,1,000.0
line,0,0,1,000.0
treatment,0,0,3,000.0
prospective,0,0,1,000.0
randomized,0,0,1,000.0
trial,0,0,1,000.0
dedicated,0,0,1,000.0
Swiss,0,1,2,33.333333333333336
NOVN,0,0,1,000.0
Redeem,0,1,0,100.0
Portion,0,1,1,050.0
signed,0,0,1,000.0
Fate,0,0,2,000.0
Diego,0,0,1,000.0
iPSC,0,0,1,000.0
Derived,0,0,1,000.0
Immunotherapies,0,0,1,000.0
FATE,0,0,2,000.0
PositiveID,0,0,1,000.0
Generation,1,0,6,14.285714285714286
Caregiver,0,0,1,000.0
Thermometer,0,0,1,000.0
Bluetooth,0,0,1,000.0
Capability,0,0,1,000.0
PSID,0,0,2,000.0
Rapid7,0,0,1,000.0
Visionary,0,0,1,000.0
Magic,0,0,1,000.0
Quadrant,0,2,2,050.0
Dart,0,1,0,100.0
Appraisal,0,1,0,100.0
Finance,0,1,1,050.0
Amdocs,0,1,0,100.0
Land,0,1,0,100.0
Campus,0,3,1,075.0
Weighted,0,1,0,100.0
Deviating,0,1,0,100.0
Richmond,0,0,1,000.0
Road,0,0,1,000.0
North,0,0,2,000.0
Lithium,0,0,2,000.0
Qualifying,0,0,1,000.0
Ferroglobe,0,1,0,100.0
Insider,0,1,0,100.0
Buying,0,1,0,100.0
ARCW,1,0,0,100.0
Clayton,0,1,0,100.0
Employment,1,0,3,025.0
Jobs,0,0,1,000.0
Block,0,0,1,000.0
Line,0,1,3,025.0
Warrant,0,0,1,000.0
Exercise,1,1,2,050.0
Incentive,0,0,1,000.0
Newest,0,0,1,000.0
Challenger,0,0,6,000.0
Models,0,0,1,000.0
Surpass,0,0,1,000.0
Milestones,0,0,1,000.0
aircraft,0,0,4,000.0
surpass,0,0,1,000.0
deliveries,0,0,3,000.0
business,0,1,4,020.0
marks,0,0,1,000.0
50th,0,0,1,000.0
delivery,0,0,1,000.0
Category,0,0,1,000.0
defining,0,0,1,000.0
series,0,0,2,000.0
count,0,0,1,000.0
more,0,2,4,33.333333333333336
overall,0,0,1,000.0
making,0,0,1,000.0
most,0,1,2,33.333333333333336
delivered,0,0,1,000.0
decade,0,0,1,000.0
jets,1,0,3,025.0
approaching,0,0,1,000.0
milestones,0,0,1,000.0
confirm,0,0,1,000.0
unrivalled,0,0,1,000.0
capabilities,0,0,1,000.0
smooth,0,0,1,000.0
ride,0,0,1,000.0
acceptance,1,0,3,025.0
lowest,0,0,1,000.0
direct,0,0,1,000.0
operating,0,0,1,000.0
costs,0,0,1,000.0
segments,0,0,1,000.0
longer,0,0,1,000.0
maintenance,0,1,1,050.0
intervals,0,0,1,000.0
Nexeo,0,0,2,000.0
NXEO,0,0,2,000.0
Sunrun,0,1,0,100.0
Transition,0,1,0,100.0
Paul,0,1,0,100.0
Winnowski,0,1,0,100.0
Retire,0,1,0,100.0
Early,0,1,0,100.0
Okta,0,0,1,000.0
jumps,0,0,1,000.0
earnings,0,0,1,000.0
beat,0,0,1,000.0
JILL,0,0,1,000.0
LEAD,0,0,1,000.0
PLAINTIFF,0,0,1,000.0
DEADLINE,0,0,1,000.0
RAPIDLY,0,0,1,000.0
APPROACHING,0,0,1,000.0
reminds,0,0,1,000.0
Jill,0,0,1,000.0
Starbucks,0,1,0,100.0
SBUX,0,1,0,100.0
Roastery,0,1,0,100.0
Shanghai,0,1,0,100.0
Cray,0,1,0,100.0
NERSC,0,1,0,100.0
Scale,1,2,0,100.0
CRAY,0,1,0,100.0
ADDvantage,0,1,2,33.333333333333336
Bearclaw,0,1,2,33.333333333333336
StrikeForce,1,0,0,100.0
GuardedIDs,1,0,0,100.0
Anti,1,0,1,050.0
Keylogging,1,0,0,100.0
SFOR,1,0,0,100.0
Natus,0,2,1,66.66666666666667
Morgan,3,12,11,57.69230769230769
36th,3,10,9,59.09090909090909
BABY,0,2,1,66.66666666666667
RedHawk,1,1,1,66.66666666666667
IDNG,1,1,1,66.66666666666667
Microsoft,0,1,1,050.0
Profitable,0,1,1,050.0
Says,0,2,3,040.0
Bernstein,0,1,1,050.0
REPROCELL,0,2,0,100.0
Iovance,1,1,1,66.66666666666667
Biotherapeutics,1,1,1,66.66666666666667
Decision,1,2,2,060.0
Updates,1,1,1,66.66666666666667
IOVA,1,1,1,66.66666666666667
INTL,0,2,4,33.333333333333336
FCStone,0,1,2,33.333333333333336
Corbus,0,0,4,000.0
RESOLVE,0,0,3,000.0
Systemic,0,0,4,000.0
Sclerosis,0,0,3,000.0
Landstar,0,1,2,33.333333333333336
Special,0,5,3,062.5
LSTR,0,1,2,33.333333333333336
Targeting,0,0,2,000.0
Improvement,0,0,2,000.0
Breakeven,2,1,2,060.0
Targets,0,0,3,000.0
approximately,0,0,5,000.0
Anticipates,0,0,2,000.0
EBIT,2,0,4,33.333333333333336
before,0,0,6,000.0
special,0,0,6,000.0
items,0,0,6,000.0
grow,0,2,3,040.0
800M,0,0,2,000.0
900M,0,0,2,000.0
Aims,0,0,2,000.0
free,0,0,6,000.0
cash,0,1,6,14.285714285714286
flow,0,0,6,000.0
reach,0,0,2,000.0
breakeven,0,0,2,000.0
minus,1,0,2,33.333333333333336
150M,0,0,2,000.0
Turnaround,0,0,2,000.0
plan,1,2,3,050.0
track,0,0,2,000.0
clear,0,0,2,000.0
path,0,0,2,000.0
achieve,0,2,3,040.0
goals,0,0,2,000.0
next,0,0,2,000.0
three,0,0,2,000.0
years,0,1,2,33.333333333333336
objective,0,0,4,000.0
EBITDA,1,2,3,050.0
double,0,0,2,000.0
range,0,0,2,000.0
750M,0,0,2,000.0
DENSO,0,2,1,66.66666666666667
World,0,2,1,66.66666666666667
Automobile,0,2,1,66.66666666666667
Virtualization,0,2,1,66.66666666666667
enables,0,2,1,66.66666666666667
integrated,0,2,1,66.66666666666667
vehicle,0,3,1,075.0
